Timestamp	Iterationer	Rumtemperatur	Slush Ice temperatur	Brinetemperatur	Lufttemperaturen fra kondensator	Motortemperatur	Temperaturen efter fordamper	Kondensator luft	Kompressortemperatur	Temperatur efter EPV	Temperatur efter kompressor	Temperatur efter kondensator 	Tryk høj	Tryk lav
	724,000000	28,310177	-0,161140	-0,039236		27,399822	6,216322	25,085059	0,416795	49,573669	27,200169	42,406102	6,455970	0,015357
	725,000000	28,281761	-0,178986	-0,062314		27,398877	6,226193	25,090560	0,344493	49,575773	27,169691	42,390168	6,455970	0,016414
	726,000000	28,203650	-0,177594	-0,026404		27,430082	6,242947	25,093638	0,303253	49,597157	27,182467	42,359915	6,457679	0,017472
	727,000000	28,246251	-0,184842	-0,049507		27,454700	6,235504	25,112410	0,213147	49,607512	27,170536	42,345224	6,455970	0,016414
	728,000000	28,260454	-0,188229	-0,028271		27,449523	6,248444	25,118277	0,165612	49,638048	27,170137	42,331751	6,457679	0,016414
	729,000000	28,253352	-0,178429	-0,047507		27,480152	6,245043	25,106961	0,123516	49,668737	27,161781	42,327493	6,457679	0,013242
	730,000000	28,324387	-0,165184	-0,019228		27,501561	6,277909	25,107042	0,034712	49,675837	27,164914	42,297889	6,461096	0,015357
	731,000000	28,310177	-0,184653	-0,041584		27,512567	6,272701	25,112175	-0,015048	49,696293	27,175872	42,294906	6,457679	0,016414
	732,000000	28,345705	-0,176292	-0,050254		27,515482	6,277234	25,132415	-0,058419	49,704997	27,181912	42,275802	6,461096	0,016414
	733,000000	28,303073	-0,176638	-0,038516		27,540961	6,296634	25,110413	-0,092615	49,718090	27,174950	42,258388	6,459387	0,015357
	734,000000	28,274658	-0,175194	-0,030099		27,546255	6,301884	25,100242	-0,156731	49,735433	27,172328	42,242717	6,459387	0,015357
	735,000000	28,281761	-0,183188	-0,030539		27,573505	6,312866	25,105440	-0,223190	49,736080	27,190559	42,221848	6,461096	0,016414
	736,000000	28,402571	-0,171755	-0,052282		27,585610	6,324062	25,110939	-0,270621	49,721937	27,188963	42,195926	6,455970	0,017472
	737,000000	28,267556	-0,174154	-0,038102		27,601833	6,354725	25,103981	-0,314364	49,737032	27,192113	42,178326	6,457679	0,017472
	738,000000	28,210750	-0,176203	-0,054790		27,578418	6,344965	25,111469	-0,354314	49,755087	27,192667	42,147260	6,461096	0,019587
	739,000000	28,281761	-0,164166	-0,055030		27,614718	6,368250	25,101418	-0,407107	49,756930	27,205276	42,149180	6,461096	0,019587
	740,000000	28,246251	-0,186219	-0,054683		27,622176	6,363662	25,102259	-0,448463	49,741669	27,195293	42,142224	6,461096	0,019587
	741,000000	28,246251	-0,180305	-0,058125		27,641217	6,383833	25,108077	-0,511676	49,752796	27,200391	42,102201	6,459387	0,017472
	742,000000	28,295968	-0,196498	-0,041850		27,624987	6,397681	25,104708	-0,529823	49,721699	27,184051	42,098050	6,459387	0,015357
	743,000000	28,246251	-0,179423	-0,057645		27,665484	6,402381	25,111393	-0,585874	49,765432	27,179927	42,072899	6,459387	0,019587
	744,000000	28,182356	-0,202628	-0,052922		27,666407	6,430181	25,111212	-0,633488	49,776505	27,186098	42,065186	6,459387	0,016414
	745,000000	28,303073	-0,183262	-0,040209		27,678026	6,422237	25,083061	-0,658987	49,799742	27,173934	42,038269	6,455970	0,015357
	746,000000	28,239150	-0,181261	-0,057244		27,687731	6,426536	25,116740	-0,717539	49,784373	27,169286	42,014053	6,462804	0,017472
	747,000000	28,196552	-0,189434	-0,025523		27,699523	6,442823	25,104606	-0,761150	49,783087	27,172260	42,001727	6,461096	0,016414
	748,000000	28,253352	-0,182243	-0,038355		27,698448	6,461128	25,110530	-0,777869	49,786275	27,169789	41,983659	6,461096	0,015357
	749,000000	28,239150	-0,176623	-0,048933		27,726275	6,456721	25,115942	-0,838040	49,814547	27,138916	41,957881	6,459387	0,015357
	750,000000	28,253352	-0,190768	-0,029898		27,718988	6,476270	25,112323	-0,859514	49,838083	27,151449	41,943733	6,461096	0,014299
	751,000000	28,267556	-0,172196	-0,039529		27,726733	6,496301	25,119533	-0,873582	49,819631	27,151008	41,938210	6,462804	0,018530
	752,000000	28,253352	-0,192286	-0,051241		27,754676	6,494535	25,127088	-0,923282	49,803115	27,144066	41,911362	6,461096	0,016414
	753,000000	28,295968	-0,185410	-0,046385		27,759773	6,495070	25,141409	-0,968447	49,813025	27,143491	41,903525	6,461096	0,018530
	754,000000	28,217849	-0,189754	-0,044531		27,772943	6,519324	25,146134	-0,985047	49,799908	27,111986	41,876394	6,461096	0,014299
	755,000000	28,303073	-0,169455	-0,047826		27,774111	6,533299	25,144725	-1,034595	49,806330	27,117296	41,856926	6,461096	0,017472
	756,000000	28,232049	-0,190390	-0,043771		27,784144	6,542387	25,153676	-1,061866	49,819786	27,098852	41,853240	6,462804	0,017472
	757,000000	28,274658	-0,179040	-0,055616		27,797434	6,550248	25,150046	-1,099365	49,820859	27,088713	41,828683	6,462804	0,018530
	758,000000	28,295968	-0,185274	-0,039155		27,797564	6,558643	25,157914	-1,115339	49,841234	27,076677	41,792076	6,461096	0,018530
	759,000000	28,274658	-0,178562	-0,049853		27,804235	6,571191	25,153730	-1,136161	49,889456	27,086609	41,797164	6,462804	0,017472
	760,000000	28,381243	-0,180053	-0,052948		27,811930	6,576763	25,140993	-1,157963	49,913252	27,062330	41,771357	6,461096	0,015357
	761,000000	28,338599	-0,191714	-0,044838		27,822907	6,596067	25,145731	-1,197348	49,933482	27,051196	41,753812	6,464513	0,015357
	762,000000	28,324387	-0,182286	-0,043851		27,820359	6,590539	25,162707	-1,221637	49,963378	27,063807	41,743010	6,466221	0,019587
	763,000000	28,232049	-0,189692	-0,050200		27,826035	6,605778	25,162869	-1,238650	49,968671	27,054294	41,716527	6,462804	0,017472
	764,000000	28,224949	-0,193206	-0,057270		27,864765	6,617119	25,152682	-1,266697	49,972195	27,068485	41,684021	6,467930	0,017472
	765,000000	28,295968	-0,187559	-0,067276		27,857675	6,626880	25,166026	-1,292201	50,012851	27,056398	41,684436	6,462804	0,016414
	766,000000	28,253352	-0,199173	-0,045531		27,849432	6,632891	25,145051	-1,302321	50,034900	27,069957	41,649488	6,466221	0,017472
	767,000000	28,295968	-0,196751	-0,044277		27,869101	6,652571	25,150027	-1,351308	50,054408	27,081174	41,623494	6,466221	0,017472
	768,000000	28,274658	-0,178877	-0,043157		27,873669	6,671326	25,163449	-1,352796	50,063813	27,065698	41,614380	6,462804	0,017472
	769,000000	28,288865	-0,201625	-0,064127		27,885487	6,664791	25,172715	-1,376238	50,049567	27,074527	41,606019	6,467930	0,016414
	770,000000	28,331493	-0,193421	-0,056950		27,882755	6,667124	25,171450	-1,410513	50,062833	27,081148	41,576210	6,466221	0,018530
	771,000000	28,359919	-0,184198	-0,059831		27,891710	6,687391	25,155371	-1,426447	50,072070	27,071117	41,556844	6,466221	0,019587
	772,000000	28,260454	-0,183268	-0,041236		27,881154	6,693003	25,162845	-1,430590	50,103487	27,087116	41,548299	6,466221	0,018530
	773,000000	28,317282	-0,194078	-0,064634		27,904709	6,714331	25,162137	-1,444524	50,122054	27,084546	41,518493	6,462804	0,016414
	774,000000	28,168161	-0,187129	-0,048492		27,918995	6,709374	25,165403	-1,470903	50,131546	27,059397	41,495456	6,466221	0,019587
	775,000000	28,274658	-0,181934	-0,048919		27,911930	6,730580	25,142477	-1,491161	50,158304	27,074454	41,477979	6,464513	0,014299
	776,000000	28,246251	-0,200370	-0,057724		27,918258	6,743244	25,158768	-1,512844	50,169244	27,054797	41,448372	6,466221	0,019587
	777,000000	28,246251	-0,199751	-0,048439		27,918578	6,740219	25,147298	-1,528840	50,176985	27,052465	41,450430	6,466221	0,017472
	778,000000	28,253352	-0,202656	-0,048199		27,931862	6,754839	25,161535	-1,533535	50,182044	27,043346	41,414149	6,466221	0,016414
	779,000000	28,260454	-0,203958	-0,062419		27,937641	6,762871	25,148351	-1,541641	50,166486	27,036910	41,388883	6,467930	0,016414
	780,000000	28,217849	-0,186541	-0,050813		27,936749	6,766952	25,131982	-1,545065	50,153081	27,037170	41,385503	6,469638	0,017472
	781,000000	28,274658	-0,187045	-0,048839		27,954946	6,790516	25,140274	-1,588336	50,130278	27,036304	41,348652	6,464513	0,016414
	782,000000	28,303073	-0,191252	-0,047158		27,943684	6,799513	25,125668	-1,591341	50,093073	27,032154	41,327097	6,467930	0,018530
	783,000000	28,203650	-0,200150	-0,048492		27,945810	6,802628	25,123930	-1,596486	50,058146	27,029999	41,324239	6,466221	0,017472
	784,000000	28,281761	-0,191305	-0,030551		27,969320	6,822305	25,140497	-1,594043	50,073137	27,057853	41,307047	6,466221	0,017472
	785,000000	28,324387	-0,201027	-0,070397		27,962615	6,821932	25,118852	-1,606822	50,021662	27,051205	41,293204	6,467930	0,017472
	786,000000	28,267556	-0,197776	-0,058417		27,963324	6,821906	25,108508	-1,620382	49,992555	27,072070	41,257103	6,469638	0,015357
	787,000000	28,352812	-0,207925	-0,060951		27,966502	6,832722	25,105430	-1,624946	49,962158	27,059117	41,249027	6,467930	0,018530
	788,000000	28,267556	-0,204358	-0,054415		27,983596	6,835182	25,101562	-1,628682	49,953150	27,054174	41,217232	6,467930	0,018530
	789,000000	28,232049	-0,198118	-0,056069		27,961149	6,852854	25,100616	-1,634264	49,931168	27,064376	41,200407	6,469638	0,015357
	790,000000	28,303073	-0,189488	-0,040048		27,969956	6,847179	25,113314	-1,644092	49,903659	27,072888	41,168094	6,466221	0,017472
	791,000000	28,281761	-0,214581	-0,047878		27,980840	6,857256	25,115750	-1,665379	49,912832	27,074992	41,152718	6,469638	0,018530
	792,000000	28,416791	-0,216950	-0,033098		27,983442	6,867944	25,090353	-1,674397	49,903987	27,074494	41,139498	6,471347	0,015357
	793,000000	28,217849	-0,205550	-0,047051		27,995678	6,884521	25,109621	-1,681266	49,919245	27,064769	41,130975	6,467930	0,017472
	794,000000	28,239150	-0,205818	-0,066261		27,984886	6,892583	25,089221	-1,675244	49,923404	27,088784	41,104530	6,471347	0,017472
	795,000000	28,239150	-0,210047	-0,041195		27,975186	6,902499	25,106212	-1,662851	49,948498	27,082038	41,090588	6,471347	0,020645
	796,000000	28,281761	-0,197692	-0,060631		27,976669	6,886801	25,106409	-1,687064	49,974911	27,063692	41,066632	6,471347	0,018530
	797,000000	28,367027	-0,209653	-0,053881		27,998698	6,909597	25,093303	-1,679983	49,981352	27,070655	41,034602	6,471347	0,018530
	798,000000	28,267556	-0,210189	-0,037766		28,010803	6,911052	25,092357	-1,673634	49,976974	27,069023	41,033352	6,469638	0,017472
	799,000000	28,260454	-0,199426	-0,064713		28,002849	6,932829	25,081250	-1,694840	49,965816	27,078904	41,006388	6,466221	0,017472
	800,000000	28,260454	-0,201579	-0,073278		28,015373	6,932164	25,057509	-1,696636	49,941149	27,069422	40,991558	6,473055	0,019587
	801,000000	28,260454	-0,210052	-0,033524		28,025744	6,933544	25,086148	-1,689610	49,931642	27,077987	40,975294	6,469638	0,016414
	802,000000	28,345705	-0,204479	-0,062045		28,012380	6,949280	25,058931	-1,702399	49,924414	27,084955	40,946904	6,474764	0,018530
	803,000000	28,310177	-0,194788	-0,083897		28,017292	6,963254	25,063855	-1,680854	49,949988	27,090836	40,937442	6,473055	0,018530
	804,000000	28,267556	-0,201417	-0,070209		28,021335	6,947914	25,062749	-1,693428	49,941341	27,072893	40,923703	6,473055	0,019587
	805,000000	28,210750	-0,194704	-0,045530		28,037823	6,988160	25,064908	-1,702868	49,915654	27,082458	40,901516	6,474764	0,019587
	806,000000	28,217849	-0,214922	-0,063138		28,012332	6,991574	25,069016	-1,682518	49,914430	27,103715	40,882525	6,467930	0,019587
	807,000000	28,232049	-0,201364	-0,066473		28,029450	6,976843	25,041405	-1,694669	49,893724	27,103109	40,867740	6,474764	0,020645
	808,000000	28,267556	-0,195261	-0,063112		28,022466	6,994559	25,052460	-1,698891	49,860044	27,088530	40,848959	6,469638	0,018530
	809,000000	28,267556	-0,200004	-0,064979		28,040059	7,008225	25,038407	-1,690816	49,874123	27,108865	40,824691	6,471347	0,020645
	810,000000	28,224949	-0,210289	-0,055481		28,028193	7,047743	25,034986	-1,685188	49,863091	27,098353	40,771009	6,474764	0,017472
	811,000000	28,295968	-0,206186	-0,066633		28,036910	7,034042	25,048884	-1,693674	49,891610	27,106446	40,769917	6,469638	0,019587
	812,000000	28,324387	-0,188916	-0,065646		28,036936	7,041400	25,043014	-1,692871	49,893465	27,095524	40,771121	6,473055	0,017472
	813,000000	28,253352	-0,205168	-0,052679		28,021131	7,058594	24,998424	-1,680126	49,898663	27,108922	40,725440	6,473055	0,018530
	814,000000	28,267556	-0,219157	-0,052252		28,012156	7,090231	25,024435	-1,686356	49,923568	27,096964	40,717616	6,473055	0,018530
	815,000000	28,239150	-0,209433	-0,044822		27,995102	7,098825	25,026684	-1,676414	49,938357	27,114647	40,691450	6,473055	0,019587
	816,000000	28,295968	-0,196994	-0,061217		28,011108	7,115780	25,023384	-1,659774	49,953441	27,107420	40,683211	6,471347	0,017472
	817,000000	28,267556	-0,200183	-0,077173		27,998843	7,142580	25,026196	-1,665967	49,954536	27,111999	40,657545	6,471347	0,018530
	818,000000	28,303073	-0,204317	-0,048304		27,994699	7,160985	25,031070	-1,669681	49,902918	27,112704	40,631685	6,473055	0,018530
	819,000000	28,203650	-0,205509	-0,059456		27,974929	7,186900	25,033545	-1,665856	49,839212	27,120724	40,615242	6,466221	0,016414
	820,000000	28,267556	-0,223176	-0,064725		27,980824	7,187369	25,046456	-1,649592	49,827561	27,110290	40,610743	6,471347	0,020645
	821,000000	28,317282	-0,213499	-0,040700		27,984145	7,201564	25,037257	-1,635911	49,740083	27,111740	40,587439	6,474764	0,020645
	822,000000	28,267556	-0,200446	-0,067180		27,970479	7,215055	25,036454	-1,642110	49,719672	27,117993	40,572158	6,473055	0,017472
	823,000000	28,288865	-0,213899	-0,058095		27,948651	7,257814	25,050316	-1,645067	49,718095	27,132681	40,548848	6,474764	0,020645
	824,000000	28,303073	-0,225088	-0,061643		27,950776	7,252750	25,043786	-1,636050	49,700745	27,101414	40,525927	6,474764	0,019587
	825,000000	28,338599	-0,203613	-0,070475		27,952298	7,266541	25,066502	-1,627098	49,732293	27,115237	40,497394	6,471347	0,015357
	826,000000	28,324387	-0,213526	-0,058281		27,954718	7,284445	25,040184	-1,601235	49,739806	27,120542	40,485177	6,473055	0,016414
	827,000000	28,253352	-0,218085	-0,065539		27,955033	7,294463	25,039763	-1,590244	49,777109	27,107217	40,451258	6,473055	0,017472
	828,000000	28,253352	-0,220533	-0,051958		27,945606	7,322064	25,043947	-1,589987	49,810055	27,097446	40,452872	6,471347	0,018530
	829,000000	28,324387	-0,212275	-0,064418		27,942039	7,331202	25,051978	-1,594162	49,867102	27,105222	40,415082	6,474764	0,018530
	830,000000	28,295968	-0,214671	-0,061003		27,934188	7,355831	25,039870	-1,576403	49,899888	27,114263	40,400737	6,473055	0,020645
	831,000000	28,345705	-0,209985	-0,067566		27,940491	7,349491	25,048400	-1,584455	49,902625	27,121460	40,369286	6,473055	0,018530
	832,000000	28,288865	-0,213820	-0,057454		27,928754	7,366348	25,042530	-1,569233	49,929179	27,122459	40,356084	6,474764	0,017472
	833,000000	28,352812	-0,207427	-0,052652		27,941988	7,378458	25,036634	-1,547123	49,932911	27,125086	40,337213	6,476472	0,018530
	834,000000	28,260454	-0,214671	-0,069540		27,932720	7,403902	25,036187	-1,542076	49,931621	27,119413	40,323959	6,471347	0,018530
	835,000000	28,260454	-0,214671	-0,054466		27,933117	7,405775	25,030137	-1,539821	49,926202	27,118677	40,297759	6,471347	0,018530
	836,000000	28,182356	-0,214834	-0,062497		27,933298	7,411048	25,046349	-1,528895	49,917920	27,117781	40,283408	6,474764	0,019587
	837,000000	28,253352	-0,215149	-0,067379		27,925868	7,402127	25,033373	-1,514923	49,925211	27,117470	40,261630	6,474764	0,018530
	838,000000	28,345705	-0,220639	-0,050437		27,914502	7,422754	25,036718	-1,515836	49,943481	27,125666	40,233712	6,476472	0,015357
	839,000000	28,281761	-0,218054	-0,080373		27,924086	7,446508	25,028085	-1,476230	49,968379	27,134836	40,216946	6,471347	0,019587
	840,000000	28,324387	-0,223087	-0,066152		27,912692	7,441711	25,022743	-1,467516	50,009091	27,146794	40,205121	6,471347	0,018530
	841,000000	28,246251	-0,211813	-0,067939		27,926322	7,446391	25,026457	-1,472590	50,013966	27,125909	40,160076	6,473055	0,018530
	842,000000	28,345705	-0,205851	-0,058201		27,926370	7,446623	25,026321	-1,444937	49,990707	27,114869	40,154612	6,471347	0,018530
	843,000000	28,281761	-0,206544	-0,065644		27,933937	7,466954	25,032617	-1,442765	49,990809	27,113082	40,133191	6,474764	0,018530
	844,000000	28,239150	-0,206461	-0,082801		27,935639	7,486243	25,024005	-1,430182	50,020613	27,123832	40,128541	6,473055	0,020645
	845,000000	28,267556	-0,208062	-0,061776		27,921833	7,488944	25,034854	-1,412639	50,006962	27,129609	40,092403	6,476472	0,021703
	846,000000	28,303073	-0,217224	-0,058467		27,915531	7,499178	25,040330	-1,389423	49,991183	27,130137	40,087466	6,476472	0,019587
	847,000000	28,246251	-0,198098	-0,082467		27,931617	7,514258	25,035266	-1,388573	49,969964	27,133919	40,057724	6,476472	0,019587
	848,000000	28,182356	-0,205000	-0,070847		27,931708	7,521683	25,044754	-1,383006	49,987061	27,118651	40,044073	6,476472	0,020645
	849,000000	28,182356	-0,210400	-0,058814		27,929161	7,526494	25,054362	-1,363727	50,023492	27,128039	40,015144	6,476472	0,019587
	850,000000	28,324387	-0,210506	-0,067138		27,923960	7,531896	25,054675	-1,355872	50,051461	27,124624	39,999755	6,474764	0,018530
	851,000000	28,260454	-0,213305	-0,064644		27,933874	7,549701	25,055586	-1,341215	50,063578	27,110828	39,993746	6,473055	0,018530
	852,000000	28,260454	-0,215118	-0,068899		27,927323	7,557885	25,077577	-1,321375	50,086824	27,124858	39,955579	6,474764	0,019587
	853,000000	28,288865	-0,218286	-0,068405		27,921353	7,581695	25,062748	-1,299764	50,099495	27,097455	39,945208	6,474764	0,017472
	854,000000	28,324387	-0,223775	-0,065991		27,908602	7,584517	25,056967	-1,288116	50,125336	27,108227	39,926382	6,478181	0,021703
	855,000000	28,232049	-0,218475	-0,075196		27,918112	7,584683	25,076819	-1,281195	50,109963	27,118236	39,901343	6,474764	0,019587
	856,000000	28,246251	-0,204964	-0,073702		27,915826	7,590765	25,075633	-1,257088	50,099032	27,074913	39,875944	6,478181	0,019587
	857,000000	28,182356	-0,235045	-0,055532		27,924836	7,628939	25,076926	-1,260114	50,093771	27,076514	39,850227	6,478181	0,019587
	858,000000	28,253352	-0,215438	-0,069246		27,922972	7,622373	25,059212	-1,244368	50,021148	27,075617	39,846428	6,476472	0,019587
	859,000000	28,260454	-0,220124	-0,069272		27,916329	7,623886	25,066556	-1,216214	49,985580	27,068789	39,832026	6,478181	0,018530
	860,000000	28,281761	-0,210106	-0,084214		27,923128	7,666306	25,064896	-1,204668	49,946482	27,052183	39,816685	6,478181	0,018530
	861,000000	28,310177	-0,220980	-0,058213		27,911696	7,658713	25,070387	-1,172701	49,929764	27,046240	39,778041	6,476472	0,019587
	862,000000	28,317282	-0,219730	-0,062442		27,896716	7,675364	25,067162	-1,192219	49,853520	27,052991	39,776713	6,476472	0,019587
	863,000000	28,260454	-0,217913	-0,077997		27,910134	7,699625	25,068453	-1,159479	49,848385	27,034183	39,752639	6,478181	0,018530
	864,000000	28,253352	-0,228225	-0,049582		27,905434	7,704759	25,048817	-1,136711	49,826242	27,033945	39,723643	6,471347	0,019587
	865,000000	28,239150	-0,219641	-0,059053		27,900918	7,708640	25,052213	-1,122138	49,850580	27,033214	39,713090	6,473055	0,018530
	866,000000	28,288865	-0,216100	-0,072820		27,902576	7,721066	25,064562	-1,108759	49,840349	27,024199	39,684509	6,476472	0,020645
	867,000000	28,260454	-0,218869	-0,057452		27,891916	7,722588	25,049822	-1,092988	49,816707	27,004546	39,674161	6,474764	0,019587
	868,000000	28,246251	-0,215144	-0,079785		27,908693	7,722332	25,030894	-1,077499	49,832900	27,021831	39,648671	6,478181	0,021703
	869,000000	28,246251	-0,213384	-0,055624		27,893295	7,744425	25,038306	-1,049573	49,809415	27,003333	39,625995	6,469638	0,021703
	870,000000	28,310177	-0,211703	-0,067911		27,903682	7,739037	25,039138	-1,039036	49,813972	26,998737	39,630548	6,474764	0,019587
	871,000000	28,338599	-0,218953	-0,068364		27,909957	7,780792	25,039348	-1,035846	49,794105	27,013292	39,599078	6,471347	0,019587
	872,000000	28,253352	-0,217403	-0,048114		27,888715	7,785642	25,039979	-1,007383	49,795894	27,011509	39,568550	6,474764	0,020645
	873,000000	28,267556	-0,224222	-0,082879		27,914999	7,777699	25,032426	-1,020016	49,800876	27,006991	39,541867	6,473055	0,020645
	874,000000	28,288865	-0,227584	-0,083867		27,906518	7,801918	25,029083	-0,983225	49,792270	26,987856	39,552421	6,473055	0,021703
	875,000000	28,295968	-0,215081	-0,049421		27,913638	7,801599	25,038063	-0,952075	49,830983	27,006074	39,524574	6,471347	0,020645
	876,000000	28,295968	-0,222226	-0,043405		27,927854	7,814210	25,023018	-0,945264	49,788957	26,993509	39,482280	6,478181	0,018530
	877,000000	28,239150	-0,210690	-0,071993		27,926238	7,837475	25,034112	-0,924611	49,814478	26,992747	39,473151	6,474764	0,019587
	878,000000	28,232049	-0,209728	-0,062801		27,914806	7,838197	25,030943	-0,922391	49,800362	26,998110	39,466078	6,474764	0,020645
	879,000000	28,260454	-0,224516	-0,063695		27,923060	7,841730	25,019502	-0,887585	49,811539	26,988675	39,457103	6,476472	0,018530
	880,000000	28,232049	-0,209760	-0,070392		27,921780	7,851187	25,028905	-0,869889	49,805129	26,985939	39,438009	6,474764	0,020645
	881,000000	28,224949	-0,206324	-0,072193		27,930720	7,868727	25,017415	-0,836812	49,839578	26,995582	39,398759	6,474764	0,017472
	882,000000	28,310177	-0,223187	-0,074834		27,917721	7,871270	25,022625	-0,836701	49,807890	26,982996	39,397589	6,478181	0,020645
	883,000000	28,217849	-0,225131	-0,066963		27,939857	7,879036	25,014783	-0,815274	49,839049	26,993219	39,360732	6,474764	0,022760
	884,000000	28,246251	-0,213006	-0,048967		27,935934	7,889316	25,029828	-0,805183	49,837227	26,967653	39,348171	6,471347	0,018530
	885,000000	28,232049	-0,227122	-0,067590		27,939479	7,892166	25,027118	-0,769399	49,857681	26,975803	39,331111	6,473055	0,018530
	886,000000	28,232049	-0,224705	-0,067163		27,937456	7,886433	25,032828	-0,763715	49,861001	26,981131	39,316719	6,474764	0,019587
	887,000000	28,232049	-0,224548	-0,055637		27,957571	7,886863	25,017617	-0,727740	49,859067	26,991587	39,292109	6,474764	0,017472
	888,000000	28,310177	-0,204827	-0,051741		27,933363	7,892034	25,041623	-0,716026	49,847799	26,999266	39,265841	6,474764	0,018530
	889,000000	28,246251	-0,204055	-0,085947		27,960460	7,929232	25,038202	-0,696813	49,830405	27,025411	39,254577	6,476472	0,020645
	890,000000	28,253352	-0,227096	-0,073886		27,959542	7,917296	25,043546	-0,692654	49,843816	27,020343	39,232079	6,474764	0,015357
	891,000000	28,480802	-0,220009	-0,061600		27,959214	7,942190	25,043770	-0,666661	49,849053	27,032483	39,219696	6,469638	0,018530
	892,000000	28,281761	-0,222195	-0,051288		27,953085	7,918179	25,044443	-0,646704	49,831119	27,024442	39,196802	6,476472	0,020645
	893,000000	28,224949	-0,206424	-0,045365		27,962931	7,944439	25,036994	-0,632068	49,821415	27,048457	39,181608	6,473055	0,020645
	894,000000	28,260454	-0,210685	-0,057611		27,973224	7,934560	25,050629	-0,627539	49,800861	27,041312	39,173077	6,474764	0,019587
	895,000000	28,274658	-0,213432	-0,061159		27,949516	7,916777	25,049709	-0,596320	49,798874	27,041913	39,153276	6,478181	0,020645
	896,000000	28,253352	-0,216253	-0,089522		27,973750	7,954203	25,052262	-0,568108	49,760564	27,040970	39,122476	6,476472	0,021703
	897,000000	28,246251	-0,216521	-0,076981		27,974068	7,960660	25,058477	-0,549141	49,755776	27,056524	39,111287	6,476472	0,019587
	898,000000	28,295968	-0,227075	-0,054836		27,964614	7,962124	25,073873	-0,538336	49,763151	27,053841	39,092968	6,473055	0,020645
	899,000000	28,217849	-0,225179	-0,081197		27,980054	7,940695	25,061346	-0,508531	49,757282	27,057550	39,086806	6,476472	0,020645
	900,000000	28,217849	-0,212980	-0,072979		27,982679	7,973049	25,051633	-0,495669	49,752558	27,065535	39,051731	6,473055	0,019587
	901,000000	28,104304	-0,230674	-0,066282		27,967215	7,975223	25,071506	-0,468656	49,777961	27,075674	39,037366	6,474764	0,021703
	902,000000	28,239150	-0,215134	-0,073165		27,963750	7,969887	25,063426	-0,462027	49,815084	27,086217	39,021580	6,473055	0,019587
	903,000000	28,267556	-0,218948	-0,064854		27,981905	7,981930	25,067623	-0,434697	49,832308	27,095699	38,996364	6,471347	0,018530
	904,000000	28,274658	-0,211431	-0,058651		27,988013	7,996218	25,074852	-0,421003	49,823335	27,089134	38,997148	6,471347	0,020645
	905,000000	28,260454	-0,222489	-0,058464		27,981946	7,972001	25,071166	-0,387093	49,803214	27,085585	38,966314	6,474764	0,021703
	906,000000	28,210750	-0,210049	-0,087414		27,963437	8,003997	25,071404	-0,383184	49,811152	27,090497	38,972270	6,471347	0,020645
	907,000000	28,267556	-0,217640	-0,064520		27,987173	8,017058	25,059455	-0,340107	49,801537	27,106921	38,912400	6,476472	0,020645
	908,000000	28,224949	-0,208158	-0,071377		27,983132	8,013420	25,059089	-0,337016	49,805794	27,107812	38,915104	6,474764	0,020645
	909,000000	28,260454	-0,210637	-0,079061		27,962313	8,014189	25,069540	-0,315534	49,776367	27,119345	38,897382	6,473055	0,020645
	910,000000	28,359919	-0,206319	-0,069749		27,985286	8,009850	25,074145	-0,280489	49,763869	27,114040	38,863712	6,474764	0,021703
	911,000000	28,203650	-0,215029	-0,067028		27,967853	8,014332	25,063302	-0,276956	49,776324	27,119060	38,852290	6,476472	0,021703
	912,000000	28,217849	-0,215985	-0,064600		27,970085	8,026405	25,048588	-0,250558	49,813269	27,107449	38,841520	6,474764	0,019587
	913,000000	28,310177	-0,195472	-0,067268		27,977543	8,025536	25,060119	-0,237249	49,832482	27,117749	38,823304	6,476472	0,019587
	914,000000	28,260454	-0,225121	-0,087974		27,966198	8,031868	25,040269	-0,220308	49,821794	27,102853	38,807459	6,476472	0,020645
	915,000000	28,210750	-0,216868	-0,078848		27,980932	8,035042	25,074203	-0,190853	49,822327	27,116511	38,790382	6,476472	0,019587
	916,000000	28,246251	-0,221822	-0,073244		27,976232	8,043266	25,048486	-0,168676	49,774804	27,117143	38,779349	6,476472	0,021703
	917,000000	28,239150	-0,220676	-0,053687		27,976102	8,052206	25,055541	-0,153060	49,786685	27,110180	38,742942	6,478181	0,020645
	918,000000	28,210750	-0,205752	-0,082930		27,977624	8,057812	25,067201	-0,125854	49,749461	27,110552	38,743675	6,476472	0,021703
	919,000000	28,196552	-0,232239	-0,070709		27,975158	8,043414	25,037828	-0,101240	49,723097	27,109812	38,715252	6,476472	0,020645
	920,000000	28,246251	-0,217293	-0,076313		27,969198	8,067129	25,048805	-0,086760	49,717082	27,099906	38,688315	6,478181	0,019587
	921,000000	28,267556	-0,215538	-0,075032		27,975709	8,072607	25,051094	-0,052799	49,709362	27,083244	38,677277	6,479889	0,020645
	922,000000	28,210750	-0,218281	-0,087119		27,978572	8,048831	25,055806	-0,049080	49,720377	27,099300	38,658566	6,476472	0,024876
	923,000000	28,288865	-0,217162	-0,065920		27,979188	8,058416	25,032656	-0,016628	49,709936	27,086793	38,639619	6,474764	0,021703
