Timestamp	Iterationer	Rumtemperatur	Slush Ice temperatur	Brinetemperatur	Lufttemperaturen fra kondensator	Motortemperatur	Temperaturen efter fordamper	Kondensator luft	Kompressortemperatur	Temperatur efter EPV	Temperatur efter kompressor	Temperatur efter kondensator 	Tryk høj	Tryk lav	P1 Temp	P1 Tryk	P1 Enthalpy	P1 Entrophy	P1 Quality	P2 Temp	P2 Tryk	P2 Enthalpy	P2 Entrophy	P2 Quality	P3 Temp	P3 Tryk	P3 Enthalpy	P3 Entrophy	P3 Quality	P4 Temp	P4 Tryk	P4 Enthalpy	P4 Entrophy	P4 Quality
	6418,000000	25,433735	22,797014	13,687370		22,677913	19,415964	23,154029	19,939138	23,062657	23,385013	23,119752	5,266845	1,629332	-2,911693	2,631447	396,895012	1,728759	1,000000	26,464813	6,263428	414,822834	1,728759	-1,000000	22,985377	6,263428	231,682465	1,110394	0,000000	-2,911693	2,631447	231,682465	1,117400	0,177209
	6419,000000	25,343167	22,812136	13,667188		22,684422	19,419390	23,143940	19,938444	23,058977	23,382252	23,126040	5,271971	1,633563	-2,933348	2,629332	396,882238	1,728772	1,000000	26,428992	6,256594	414,803759	1,728772	-1,000000	22,949274	6,256594	231,631296	1,110223	0,000000	-2,933348	2,629332	231,631296	1,117222	0,177084
	6420,000000	25,176088	22,804425	13,656178		22,684574	19,425013	23,145560	19,937700	23,065692	23,374448	23,115140	5,271971	1,632505	-2,933348	2,629332	396,882238	1,728772	1,000000	26,428992	6,256594	414,803759	1,728772	-1,000000	22,949274	6,256594	231,631296	1,110223	0,000000	-2,933348	2,629332	231,631296	1,117222	0,177084
	6421,000000	25,217843	22,810173	13,634271		22,686638	19,418721	23,147238	19,943733	23,074354	23,390154	23,128773	5,268554	1,630390	-2,933348	2,629332	396,882238	1,728772	1,000000	26,428992	6,256594	414,803759	1,728772	-1,000000	22,949274	6,256594	231,631296	1,110223	0,000000	-2,933348	2,629332	231,631296	1,117222	0,177084
	6422,000000	25,350133	22,804272	13,668021		22,700878	19,416444	23,151422	19,928454	23,070223	23,365165	23,143158	5,270262	1,630390	-2,900870	2,632505	396,901396	1,728753	1,000000	26,433152	6,258303	414,803709	1,728753	-1,000000	22,958303	6,258303	231,644092	1,110265	0,000000	-2,900870	2,632505	231,644092	1,117253	0,176953
	6423,000000	25,377996	22,807876	13,667873		22,684514	19,409482	23,142194	19,943123	23,070385	23,393724	23,128731	5,268554	1,631447	-2,900870	2,632505	396,901396	1,728753	1,000000	26,433152	6,258303	414,803709	1,728753	-1,000000	22,958303	6,258303	231,644092	1,110265	0,000000	-2,900870	2,632505	231,644092	1,117253	0,176953
	6424,000000	25,183046	22,801126	13,671931		22,693484	19,406936	23,159532	19,925344	23,058896	23,392788	23,129872	5,271971	1,630390	-2,900870	2,632505	396,901396	1,728753	1,000000	26,433152	6,258303	414,803709	1,728753	-1,000000	22,958303	6,258303	231,644092	1,110265	0,000000	-2,900870	2,632505	231,644092	1,117253	0,176953
	6425,000000	25,322274	22,816784	13,671905		22,689749	19,407230	23,154729	19,940144	23,054711	23,405972	23,134630	5,268554	1,630390	-2,900870	2,632505	396,901396	1,728753	1,000000	26,433152	6,258303	414,803709	1,728753	-1,000000	22,958303	6,258303	231,644092	1,110265	0,000000	-2,900870	2,632505	231,644092	1,117253	0,176953
	6426,000000	25,280494	22,796685	13,649495		22,694495	19,403288	23,145834	19,931397	23,065340	23,404838	23,118109	5,270262	1,632505	-2,922519	2,630390	396,888626	1,728765	1,000000	26,427071	6,256594	414,801829	1,728765	-1,000000	22,949274	6,256594	231,631296	1,110223	0,000000	-2,922519	2,630390	231,631296	1,117217	0,177019
	6427,000000	25,412831	22,798864	13,690257		22,685307	19,408513	23,138201	19,951089	23,066435	23,378138	23,130804	5,266845	1,631447	-2,922519	2,630390	396,888626	1,728765	1,000000	26,427071	6,256594	414,801829	1,728765	-1,000000	22,949274	6,256594	231,631296	1,110223	0,000000	-2,922519	2,630390	231,631296	1,117217	0,177019
	6428,000000	25,322274	22,802281	13,650899		22,686654	19,397076	23,145049	19,935650	23,042369	23,398521	23,126519	5,268554	1,630390	-2,922519	2,630390	396,888626	1,728765	1,000000	26,446906	6,260011	414,813299	1,728765	-1,000000	22,967329	6,260011	231,656885	1,110308	0,000000	-2,922519	2,630390	231,656885	1,117311	0,177147
	6429,000000	25,141299	22,795363	13,658945		22,684226	19,408033	23,147421	19,938337	23,073047	23,394753	23,128807	5,266845	1,631447	-2,922519	2,630390	396,888626	1,728765	1,000000	26,446906	6,260011	414,813299	1,728765	-1,000000	22,967329	6,260011	231,656885	1,110308	0,000000	-2,922519	2,630390	231,656885	1,117311	0,177147
	6430,000000	25,364064	22,805893	13,664953		22,687742	19,408672	23,127017	19,934135	23,070325	23,396091	23,128814	5,268554	1,631447	-2,922519	2,630390	396,888626	1,728765	1,000000	26,446906	6,260011	414,813299	1,728765	-1,000000	22,967329	6,260011	231,656885	1,110308	0,000000	-2,922519	2,630390	231,656885	1,117311	0,177147
	6431,000000	25,343167	22,812121	13,669670		22,688618	19,419089	23,157651	19,928102	23,054201	23,384328	23,125461	5,266845	1,632505	-2,900870	2,632505	396,901396	1,728753	1,000000	26,433152	6,258303	414,803709	1,728753	-1,000000	22,958303	6,258303	231,644092	1,110265	0,000000	-2,900870	2,632505	231,644092	1,117253	0,176953
