Timestamp	Iterationer	Rumtemperatur	Slush Ice temperatur	Brinetemperatur	Lufttemperaturen fra kondensator	Motortemperatur	Temperaturen efter fordamper	Kondensator luft	Kompressortemperatur	Temperatur efter EPV	Temperatur efter kompressor	Temperatur efter kondensator 	Tryk høj	Tryk lav	P1 Temp	P1 Tryk	P1 Enthalpy	P1 Entrophy	P1 Quality	P2 Temp	P2 Tryk	P2 Enthalpy	P2 Entrophy	P2 Quality	P3 Temp	P3 Tryk	P3 Enthalpy	P3 Entrophy	P3 Quality	P4 Temp	P4 Tryk	P4 Enthalpy	P4 Entrophy	P4 Quality
	10,000000	25,308346	22,835168	12,491173		22,500737	18,776078	23,171836	19,404592	22,928723	23,182880	23,021155	5,227549	1,642024	-2,803615	2,642024	396,958749	1,728695	1,000000	26,256965	6,230966	414,694464	1,728695	-1,000000	22,813624	6,230966	231,439081	1,109580	0,000000	-2,803615	2,642024	231,439081	1,116445	0,175348
	11,000000	25,364064	22,818407	12,499746		22,494140	18,758310	23,170632	19,407254	22,933816	23,178087	23,012287	5,230966	1,642024	-2,803615	2,642024	396,958749	1,728695	1,000000	26,276867	6,234383	414,705979	1,728695	-1,000000	22,831735	6,234383	231,464740	1,109666	0,000000	-2,803615	2,642024	231,464740	1,116539	0,175476
	12,000000	25,294420	22,809548	12,480616		22,512178	18,781017	23,163323	19,416751	22,926544	23,193842	23,003431	5,230966	1,638851	-2,803615	2,642024	396,958749	1,728695	1,000000	26,276867	6,234383	414,705979	1,728695	-1,000000	22,831735	6,234383	231,464740	1,109666	0,000000	-2,803615	2,642024	231,464740	1,116539	0,175476
	13,000000	25,371029	22,838406	12,503077		22,502728	18,762661	23,176197	19,420503	22,916313	23,185016	23,015000	5,230966	1,640966	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	14,000000	25,419799	22,860057	12,490456		22,496170	18,756795	23,174847	19,419896	22,915145	23,192477	23,009597	5,229258	1,640966	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	15,000000	25,210883	22,845369	12,503721		22,506850	18,743663	23,180647	19,410219	22,940893	23,197768	23,023839	5,229258	1,638851	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	16,000000	25,196964	22,853531	12,499867		22,500545	18,745731	23,187816	19,422322	22,925412	23,196141	23,010210	5,232675	1,638851	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	17,000000	25,322274	22,871507	12,510193		22,495484	18,759189	23,198421	19,426552	22,906144	23,198741	23,028181	5,229258	1,638851	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	18,000000	25,384962	22,872419	12,501795		22,501631	18,751390	23,192015	19,427191	22,924696	23,189395	23,015944	5,230966	1,642024	-2,814407	2,640966	396,952385	1,728701	1,000000	26,258874	6,230966	414,696381	1,728701	-1,000000	22,813624	6,230966	231,439081	1,109580	0,000000	-2,814407	2,640966	231,439081	1,116450	0,175413
	19,000000	25,259608	22,867097	12,519181		22,523986	18,738287	23,189901	19,429455	22,914652	23,197891	23,023021	5,234383	1,639909	-2,814407	2,640966	396,952385	1,728701	1,000000	26,258874	6,230966	414,696381	1,728701	-1,000000	22,813624	6,230966	231,439081	1,109580	0,000000	-2,814407	2,640966	231,439081	1,116450	0,175413
	20,000000	25,238724	22,843617	12,500411		22,517999	18,738558	23,187278	19,427863	22,927981	23,188389	23,034485	5,232675	1,639909	-2,836003	2,638851	396,939651	1,728714	1,000000	26,272648	6,232675	414,705976	1,728714	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,836003	2,638851	231,451911	1,116509	0,175607
	21,000000	25,210883	22,850387	12,494745		22,505381	18,745532	23,186542	19,431802	22,922975	23,183070	23,014955	5,230966	1,639909	-2,836003	2,638851	396,939651	1,728714	1,000000	26,272648	6,232675	414,705976	1,728714	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,836003	2,638851	231,451911	1,116509	0,175607
	22,000000	25,412831	22,868529	12,513219		22,526366	18,746205	23,201077	19,423909	22,936331	23,181275	23,017315	5,232675	1,638851	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	23,000000	25,183046	22,875469	12,520505		22,513290	18,714794	23,199703	19,432209	22,921890	23,180693	23,034021	5,234383	1,640966	-2,803615	2,642024	396,958749	1,728695	1,000000	26,266917	6,232675	414,700222	1,728695	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,803615	2,642024	231,451911	1,116492	0,175412
	24,000000	25,217843	22,866362	12,497613		22,503756	18,745433	23,179603	19,452550	22,928101	23,206465	23,002376	5,229258	1,639909	-2,825203	2,639909	396,946019	1,728708	1,000000	26,270737	6,232675	414,704057	1,728708	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,825203	2,639909	231,451911	1,116503	0,175542
	25,000000	25,294420	22,872662	12,522197		22,514094	18,747419	23,183227	19,436652	22,933434	23,184698	23,030839	5,234383	1,638851	-2,825203	2,639909	396,946019	1,728708	1,000000	26,270737	6,232675	414,704057	1,728708	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,825203	2,639909	231,451911	1,116503	0,175542
	26,000000	25,377996	22,894909	12,501155		22,516662	18,763988	23,192568	19,439687	22,912968	23,206835	23,020773	5,232675	1,639909	-2,825203	2,639909	396,946019	1,728708	1,000000	26,270737	6,232675	414,704057	1,728708	-1,000000	22,822680	6,232675	231,451911	1,109623	0,000000	-2,825203	2,639909	231,451911	1,116503	0,175542
	27,000000	25,252646	22,853791	12,498186		22,518672	18,751421	23,200255	19,449556	22,918010	23,183093	23,013100	5,229258	1,638851	-2,836003	2,638851	396,939651	1,728714	1,000000	26,242785	6,227549	414,688696	1,728714	-1,000000	22,795505	6,227549	231,413412	1,109495	0,000000	-2,836003	2,638851	231,413412	1,116366	0,175415
	28,000000	25,343167	22,871391	12,495933		22,517145	18,749333	23,207746	19,436132	22,919292	23,198244	23,018674	5,230966	1,638851	-2,836003	2,638851	396,939651	1,728714	1,000000	26,242785	6,227549	414,688696	1,728714	-1,000000	22,795505	6,227549	231,413412	1,109495	0,000000	-2,836003	2,638851	231,413412	1,116366	0,175415
	29,000000	25,426767	22,845110	12,511319		22,526222	18,726550	23,206814	19,442008	22,915668	23,199027	23,029967	5,234383	1,639909	-2,836003	2,638851	396,939651	1,728714	1,000000	26,262696	6,230966	414,700217	1,728714	-1,000000	22,813624	6,230966	231,439081	1,109580	0,000000	-2,836003	2,638851	231,439081	1,116461	0,175543
		25,280494	22,849420	12,511046		22,520411	18,746365	23,201059	19,441935	22,937610	23,228872	23,035779	5,232675	1,640966	-2,836003	2,638851	396,939651	1,728714	1,000000	26,262696	6,230966	414,700217	1,728714	-1,000000	22,813624	6,230966	231,439081	1,109580	0,000000	-2,836003	2,638851	231,439081	1,116461	0,175543
		25,336203													-2,836003	2,638851	396,939651	1,728714	1,000000	26,262696	6,230966	414,700217	1,728714	-1,000000	22,813624	6,230966	231,439081	1,109580	0,000000	-2,836003	2,638851	231,439081	1,116461	0,175543
